epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.8904354625873354,0.22624554569398642,1.9173107472333042,0.23784786641929498
1,1.8174969158815537,0.28609371195856664,1.8315292380072852,0.2925788497217069
2,1.7899959315074965,0.30477413071866494,1.8704998276450415,0.30890538033395176
3,1.7702031309685011,0.3166596578207654,1.743806080384688,0.3421150278293135
4,1.755178456895806,0.32484894092649563,1.7791753682223235,0.3419294990723562
5,1.737726306647397,0.3357827405325247,1.6895295598290185,0.36048237476808903
6,1.7319776502887851,0.33954538412164403,1.6398741223595361,0.37161410018552876
7,1.7230733391943942,0.3414709723113698,1.6696202863346448,0.36771799628942486
8,1.7097237592332817,0.34842079635244905,1.6728086254813457,0.35974025974025975
9,1.7009328657321707,0.35109891325999865,1.703479441729459,0.3554730983302412
10,1.6931136324164575,0.3576060733494168,1.629377018321644,0.374582560296846
11,1.685701064849168,0.36145724972886834,1.6654369831085203,0.3640074211502783
12,1.6749610445472631,0.365773223257564,1.685638438571583,0.36103896103896105
13,1.667299334922533,0.37119585666541244,1.6392514380541716,0.3712430426716141
14,1.6603753821233684,0.3736305083995485,1.6318045637824319,0.38181818181818183
15,1.652844481253892,0.3763307585046812,1.621349865739996,0.37884972170686454
16,1.6418254576372295,0.3820411234811093,1.6692521463740955,0.3656771799628942
17,1.637027792716294,0.383524047719174,1.5912629691037266,0.3901669758812616
18,1.6281913693031569,0.38651202939288637,1.6006768074902624,0.40037105751391466
19,1.6219282980715293,0.3918903964055687,1.5924849185076626,0.39721706864564005
20,1.6148720618044392,0.39505544365994555,1.616503574631431,0.38849721706864565
21,1.6079333283928006,0.39580797237776943,1.561285062269731,0.40667903525046384
22,1.6011965743611367,0.40180606892277726,1.586357756094499,0.3903525046382189
23,1.594126051731324,0.4059671100683916,1.6009570143439553,0.39907235621521336
24,1.5861559637476899,0.4114561430689892,1.5600393360311335,0.4
25,1.5825226065817841,0.41313826608530135,1.5825544270602139,0.4070500927643785
26,1.577535890461353,0.4132489320732166,1.6225807450034404,0.39517625231910947
27,1.5711864675028937,0.41838383391248535,1.5224935791709204,0.4176252319109462
28,1.5612453731258265,0.42263340784843184,1.5630411018024792,0.4122448979591837
29,1.5564505799432817,0.4240941988889135,1.5753939043391834,0.40686456400742116
30,1.549766603480564,0.42872003718377194,1.5477142225612295,0.40927643784786644
31,1.543995425942239,0.42956109869192804,1.5635754520242862,0.4070500927643785
32,1.535410532790624,0.433987738208539,1.4959295662966643,0.42708719851576993
33,1.529372195179543,0.4385029105154822,1.5153888355601919,0.4148423005565863
34,1.5201662738671458,0.44365994555233396,1.5783779079263862,0.4033395176252319
35,1.5197584548693024,0.4437484783426662,1.5526409582658247,0.4116883116883117
36,1.5111297395791898,0.44523140258073085,1.5311765345660122,0.4152133580705009
37,1.5051765629414753,0.45036630441999953,1.5780803507024592,0.4031539888682746
38,1.5034459655204522,0.45091963435957594,1.5697036222978074,0.41187384044526903
39,1.4970576481872733,0.45264602377105423,1.5791379104961047,0.40241187384044524
40,1.4883766067161994,0.4556782718399327,1.5443010872060603,0.41873840445269017
41,1.479366177923224,0.46037050972754034,1.5864728797565808,0.4139146567717996
42,1.4723403601164236,0.4645979504659038,1.5878020091490312,0.41335807050092765
43,1.4692359238528132,0.4643766184900733,1.5186327370730313,0.42764378478664195
44,1.4659908916173354,0.46712113499037206,1.5479035377502441,0.42337662337662335
45,1.456604701749395,0.4728536331643833,1.5088486888191914,0.4391465677179963
46,1.4484432078479383,0.4762621455921737,1.5680014978755603,0.4031539888682746
47,1.4435076191184226,0.47834266616498083,1.5477354418147697,0.42319109461966603
48,1.4384808486767025,0.47918372767313694,1.5616089430722322,0.41335807050092765
49,1.4325322984309679,0.48467276067373455,1.5123623609542847,0.4322820037105751
50,1.4263775978195528,0.48825833868218943,1.5792908451773904,0.4139146567717996
51,1.4211259290073694,0.49029459285983046,1.5471766862002285,0.43024118738404454
52,1.4139576681544266,0.4949204311546889,1.5984957218170166,0.40037105751391466
