epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.8439782541350456,0.2746065824129612,1.7896895191886208,0.3042671614100185
1,1.7687853426583064,0.32936411323343884,1.8389472311193293,0.3183673469387755
epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.8417977202410072,0.274119652066134,1.878399133682251,0.2753246753246753
1,1.7725349556928311,0.3271729266727164,1.7547088644721291,0.32690166975881263
2,1.746357298840237,0.3464288085699741,1.670148329301314,0.3536178107606679
