epoch,train_loss,train_acc,valid_loss,valid_acc
epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.876344031162476,0.23892786790907683,1.962534546852112,0.22244897959183674
1,1.7969500469357782,0.2980235054558332,1.8219280351292007,0.2925788497217069
2,1.7648164650027667,0.316526858635267,1.7633062492717397,0.310760667903525
3,1.7462833825122108,0.32854518492286583,1.682008916681463,0.35194805194805195
4,1.7215546583861439,0.3420021690533631,1.6690883528102527,0.36048237476808903
5,1.710568965151069,0.34835439675969987,1.6544356887990774,0.3656771799628942
6,1.6943218440152283,0.35614528230893516,1.688272562893954,0.36307977736549163
7,1.6781555213285306,0.3655518912817335,1.6220679933374578,0.37755102040816324
8,1.6668429910466915,0.3697571988225139,1.72867646000602,0.36178107606679033
9,1.6563947147197937,0.37854407826298664,1.6315104853023183,0.3656771799628942
10,1.6440832735447406,0.3813549943560346,1.6016718582673506,0.3907235621521336
11,1.6345114480243648,0.38686616055421524,1.6332046118649568,0.3738404452690167
12,1.6216477410177172,0.3931298554702198,1.564324368130077,0.4083487940630798
13,1.6145634155594906,0.3935725194218809,1.6111275499517266,0.39369202226345085
14,1.6002769309483218,0.40313406077776054,1.657292745330117,0.3927643784786642
15,1.5973420451196394,0.4036652575197539,1.5928134484724563,0.39387755102040817
16,1.583334415146474,0.4105265487705009,1.5692282698371194,0.4031539888682746
17,1.5738065497259073,0.41552865142427126,1.5686398094350642,0.40797773654916514
18,1.5692152548372078,0.42152674796927914,1.5951703570105815,0.41076066790352506
19,1.5538388571042696,0.4253115247559815,1.498779221014543,0.4269016697588126
20,1.5460866944173746,0.4300480290387552,1.5586562698537652,0.41187384044526903
21,1.5451256411798884,0.4287864367765211,1.5188526890494605,0.4087198515769944
22,1.528537739528699,0.43763971580974304,1.5236632065339522,0.41335807050092765
23,1.5233895510769955,0.4406055642858724,1.5573357126929546,0.41706864564007423
24,1.5105401746342688,0.4465372612381311,1.5199614654887805,0.4191094619666048
25,1.501593554957529,0.4493924437263451,1.5547169230201026,0.4178107606679035
26,1.4951186220297654,0.4542617471946172,1.6155102903192693,0.4018552875695733
27,1.493549304062061,0.4519377614483964,1.5939182910052212,0.4202226345083488
28,1.479483795969674,0.4599499789734623,1.5722824226726189,0.4217068645640074
29,1.4742596712005271,0.4632478254133375,1.4955384189432317,0.4385899814471243
30,1.4608747543913594,0.47006485026891837,1.5585197535428135,0.4261595547309833
31,1.455360229095716,0.4754210840840176,1.5801560878753662,0.4176252319109462
32,1.4464060362805138,0.4756866824550143,1.5183924978429617,0.43506493506493504
33,1.4382209108116915,0.4807330515039508,1.5507723526521164,0.42096474953617813
34,1.4341935535495196,0.48144131382660854,1.4981851361014629,0.4397031539888683
35,1.423661392726256,0.4876386091498639,1.615769462151961,0.4038961038961039
36,1.4150337007608305,0.492950576569797,1.5116775252602317,0.42857142857142855
37,1.4097964870795767,0.4960270910338417,1.5645872029391203,0.42430426716141
38,1.4010277022136728,0.5000110665987916,1.605912826277993,0.41669758812615953
39,1.392710233002567,0.5037515769903278,1.5474759665402498,0.4287569573283859
40,1.3879103258754433,0.5027998494942565,1.564733776179227,0.42430426716141
41,1.3778058169932845,0.5106350014386578,1.5800350254232236,0.4165120593692022
42,1.367741969194305,0.5166994975764149,1.5813169262625957,0.42653061224489797
43,1.3613542452287137,0.518005356233815,1.6035261045802724,0.41280148423005564
44,1.3488805602105811,0.5261946393395454,1.6000330448150635,0.41465677179962895
45,1.3444407736317499,0.5257741085854674,1.5639793114228684,0.42207792207792205
46,1.3357820256372517,0.5305106128682411,1.6302679018540815,0.42634508348794065
47,1.3269193185849135,0.5358004470905912,1.640086206522855,0.4235621521335807
48,1.3156687382901646,0.5415550784621854,1.6482291546734895,0.4148423005565863
49,1.3142373829745173,0.5431708018857484,1.661083004691384,0.411317254174397
50,1.2993209442395843,0.5493902304065869,1.7351663004268298,0.4204081632653061
51,1.2979213454750147,0.549456629999336,1.674103617668152,0.41873840445269017
52,1.2821062615748204,0.5574245811292358,1.755466938018799,0.4204081632653061
53,1.2727609886212292,0.55999203204887,1.745144085450606,0.41576994434137293
54,1.2674656624204663,0.5655031982470508,1.6468254111029885,0.42448979591836733
55,1.25713593236516,0.5677607844005224,1.700937574559992,0.42857142857142855
56,1.245300438966644,0.5776543237201478,1.7128522287715564,0.41595547309833025
57,1.2416321119565645,0.5778535224983954,1.766436977819963,0.41836734693877553
58,1.2322615599364375,0.5817932316681791,1.6289886994795368,0.42912801484230056
59,1.224019220705783,0.5848476129346407,1.7039808901873499,0.4103896103896104
60,1.2171849829427301,0.5894734512294991,1.736222527243874,0.41855287569573285
61,1.2038622840066975,0.599101392178128,1.7625033313577823,0.41985157699443415
62,1.1858507341213445,0.6041920276222306,1.8433074300939385,0.4035250463821892
63,1.1852197794432047,0.6051880215134681,1.7930089126933706,0.41410018552875694
64,1.1746866770004958,0.6105221221309842,1.7103516080162744,0.42337662337662335
65,1.1611315400412914,0.6192647351762909,1.747108372774991,0.41985157699443415
66,1.1559567947066238,0.6176490117527279,1.8280487927523528,0.41187384044526903
